id,age,gender,monthly_income,tertiary_student,instituition,region,location,type_of_student,type_of_employment,frequently_used_mot,frequency_mot,preferred_mot,reason_least_preferred_mot,circ_least_preferred_mot,factors_mot_ranking,overall_avg_spending,research,comfortable,explore,frequently_used_mot_cnt,most_preferred_mot,least_preferred_mot,most_impt_factor,least_impt_factor,frequency_bus,waiting_time_bus,reason_bus,affordable_bus,accesible_bus,safe_bus,prevent_bus,chartered_bus,occasion_chartered_bus,price_chartered_bus,frequency_mrt,spend_mrt,reason_mrt,mrt_lines,affordable_mrt,accessible_mrt,waiting_mrt,safe_mrt,prevent_mrt,mrt_lines_cnt,frequency_taxi,waiting_time_taxi,way_hail,reason_taxi,preference_rank_taxi,affordable_taxi,accessible_taxi,safe_taxi,customer_service_taxi,difficulties_taxi,prevent_taxi,most_preferred_taxi,least_preferred_taxi,frequency_ride_hailing,reason_ride_hailing,ride_hailing_type,preference_rank_ride_hailing,reason_ride_hailing_company,affordable_ride_hailing,safe_ride_hailing,customer_service_ride_hailing,difficulties_ride_hailing,prevent_ride_hailing,used_ride_hailing_svc_cnt,most_preferred_ride_hailing,least_preferred_ride_hailing,own_driving_license,rent_before,preference_rank_rental_car,reason_rental_car_company,frequency_rental,duration_rental,reason_rental_car,difficulties_rental_car,difficulties_reason_rental_car,convenient_rental_car,convenient_reason_rental_car,affordable_rental_car,reasonable_rental_car,type_rental_car,perception_rental_car,max_price_rental_car,biz_model_rental,biz_model_reason_rental,biz_model_important_rental,prevent_rental,type_rental_car_heard_cnt,aware_cdg,used_cdg,accessibility_cdg,cs_cdg,cost_cdg,comfort_cdg,reliability_cdg,info_cdg,overall_rating_cdg,perception_cdg,improvement_cdg,incentives_cdg,aware_cdg_cnt,used_cdg_cnt
217,18 - 21,Female,Prefer not to say,Yes,NUS,North-East,Ang Mo Kio,Full-time Student,,"['Bus', 'MRT']",3 - 4 days a week,"['MRT', 'Bus\xa0', 'Ride-hailing services', 'Taxi', 'Others: Cycle, Walk, Drive', 'Car rentals']",,,"['Travel Time', 'Waiting Time', 'Price', 'Safety', 'Physical Accessibility', 'Reliability', 'Comfort', 'Customer Service', 'Service Information']",Less than $50,8,8,5,2,MRT,Car rentals,Travel Time,Service Information,Once a week,10-20 minutes,"['Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Agree,Agree,Agree,"['Long waiting time', 'Bulky items']",No,,< $100,5-6 days per week,30-45 mins,['To get to work/school'],"['Circle Line (Orange/Yellow Line)', 'North-South Line (Red Line)']","Strongly Agree
","Strongly Agree
","Strongly Agree
",Agree,"['Long wait time', 'Long travel time', 'Too crowded']",2,Once a week,5-10 mins,['Online/In-app'],['When it is more accessible'],"['ComfortDelgro', 'Trans-Cab', 'CityCab', 'SMRT Taxi', 'Prime Taxi', 'Yellow-Top Taxi', 'Premier Taxi']",Disagree,Neutral,Agree,Agree,,['Too costly'],ComfortDelgro,Premier Taxi,Once a week,['When it is more accessible'],"['Grab', 'ComfortDelGro', 'Gojek']","['Grab', 'Gojek', 'Comfort DelGro', 'Ryde', 'Tada Mobility', 'Others']",[''],Disagree,Agree,"Strongly Agree
",,"['Long wait time', 'Too costly']",3,Grab,Others,No,No,[''],[''],,,[''],,,,,,,"['BlueSG', 'Tribecar', 'Grabcar Rental']",,< $3,"['Free-floating', 'Station-based']",['Convenience'],4,"['Inconvenient Pickup Locations', 'Costly']",3,['Taxi'],['Taxi'],Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,[''],1,1
218,18 - 21,Female,"$1,001 - $2,000
",Yes,SMU,East,Tampines,,Employed Part-time,"['Bus', 'MRT']",3 - 4 days a week,"['Others: Cycle, Walk, Drive', 'Bus\xa0', 'MRT', 'Taxi', 'Ride-hailing services', 'Car rentals']",Prices and reliability,Discount ,"['Travel Time', 'Price', 'Waiting Time', 'Reliability', 'Customer Service', 'Comfort', 'Service Information', 'Safety', 'Physical Accessibility']",$50-$100,8,9,8,2,"Others: Cycle, Walk, Drive",Car rentals,Travel Time,Physical Accessibility,5-6 times a week,10-20 minutes,"['When travelling to the nearby MRT Stations', 'Directly to work/school', 'Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Disagree,Agree,Agree,"['Long travel time', 'Too crowded']",No,Travel to malaysia/learning journey,$121 - $140,5-6 days per week,15-30 mins,"['To get to the relevant bus stop', 'To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['Downtown Line (Blue Line)', 'East-West Line (Green Line)']",Disagree,Agree,Disagree,Agree,"['Long wait time', 'Long travel time', 'Bulky items', 'Too crowded']",2,Never,5-10 mins,"['Online/In-app', 'Flag down']","['When it is more accessible', 'When I need the comfort of privacy', 'When it is more convenient', 'When it is easy to book', 'When there is a promotion']","['ComfortDelgro', 'Premier Taxi', 'CityCab', 'Trans-Cab', 'SMRT Taxi', 'Yellow-Top Taxi', 'Prime Taxi']",Disagree,Agree,Agree,Strongly Agree,,"['Long waiting time', 'Poor customer service', 'Too costly']",ComfortDelgro,Prime Taxi,Once a week,"['When it is more convenient', 'When there is a promotion', 'When it is easy to book', 'When I need the comfort of privacy', 'When it is more accessible']","['Grab', 'Gojek', 'ComfortDelGro', 'Ryde']","['Grab', 'Gojek', 'Comfort DelGro', 'Ryde', 'Tada Mobility', 'Others']",[''],Disagree,Neutral,"Strongly Agree
",,"['Long wait time', 'Poor customer service', 'Poor driving', 'Too costly']",4,Grab,Others,Yes,No,[''],[''],,,[''],,,,,,,"['BlueSG', 'LionCity Rental']",,$3.01 - $5,['Free-floating'],"['Convenience', 'Cost', 'Reliability']",9,"['Inconvenient Pickup Locations', 'Safety of Car Maintenance', 'Insurance Coverage', 'Type of rental car provided', 'Costly']",2,"['Taxi', 'Rent-A-Car', 'Chartered Bus']",['Taxi'],Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Long standing brand,More promotions,"['More locations to rent from', 'Competitive prices', 'Promotion codes', 'Giveaways and contests']",3,1
219,22 - 25,Female,Below $500,Yes,NUS,North,Woodlands,Full-time Student,,"['MRT', 'Bus']",3 - 4 days a week,"['Bus\xa0', 'MRT', 'Ride-hailing services', 'Taxi', 'Others: Cycle, Walk, Drive', 'Car rentals']",,,"['Price', 'Travel Time', 'Waiting Time', 'Physical Accessibility', 'Safety', 'Reliability', 'Comfort', 'Service Information', 'Customer Service']",Less than $50,6,8,3,2,Bus ,Car rentals,Price,Customer Service,Once a week,Less than 10 minutes,"['Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Agree,Agree,Agree,"['Long travel time', 'Inconvenient']",No,,I don't know,One day per week,45-60 mins,"['To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['North-South Line (Red Line)', 'Circle Line (Orange/Yellow Line)']",Agree,Agree,Agree,Agree,['Long travel time'],2,Never,5-10 mins,"['Online/In-app', 'Flag down']",['When there is no MRT or bus'],"['ComfortDelgro', 'Trans-Cab', 'CityCab', 'SMRT Taxi', 'Premier Taxi', 'Prime Taxi', 'Yellow-Top Taxi']",Disagree,Agree,Agree,Agree,MRT breakdown,['Too costly'],ComfortDelgro,Yellow-Top Taxi,None,['When there is no bus or MRT'],"['Grab', 'Ryde', 'Gojek']","['Grab', 'Ryde', 'Gojek', 'Comfort DelGro', 'Tada Mobility', 'Others']",[''],Disagree,Disagree,Agree,MRT breakdown,"['Too costly', 'Poor customer service']",3,Grab,Others,No,No,[''],[''],,,[''],,,,,,,['BlueSG'],could be useful for me when i get my driving license in the future,$3.01 - $5,['Free-floating'],['Convenience'],7,"['Costly', 'Inconvenient Pickup Locations', 'Insurance Coverage', 'Safety of Car Maintenance']",1,['Taxi'],['Taxi'],Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,A common taxi service in Singapore,Promote their other services,"['Competitive prices', 'Promotion codes', 'More locations to rent from']",1,1
220,18 - 21,Female,Below $500,Yes,NUS,West,Jurong West,Full-time Student,,"['Bus', 'MRT']",5 - 6 days a week,"['Bus\xa0', 'MRT', 'Others: Cycle, Walk, Drive', 'Taxi', 'Ride-hailing services', 'Car rentals']",Not trustable,If rushing for time and no choice,"['Safety', 'Price', 'Reliability', 'Waiting Time', 'Comfort', 'Physical Accessibility', 'Travel Time', 'Service Information', 'Customer Service']",$50-$100,5,7,0,2,Bus ,Car rentals,Safety,Customer Service,5-6 times a week,10-20 minutes,['When travelling to the nearby MRT Stations'],Neutral,Strongly Agree,Neutral,"['Long waiting time', 'Too crowded', 'Bulky items']",No,,I don't know,5-6 days per week,0-15 mins,"['To get to the relevant bus stop', 'To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['East-West Line (Green Line)', 'Circle Line (Orange/Yellow Line)']","Strongly Agree
","Strongly Agree
","Strongly Agree
",Neutral,['Bulky items'],2,Never,Less than 5 mins,['Online/In-app'],['When there is a promotion'],"['SMRT Taxi', 'ComfortDelgro', 'Trans-Cab', 'CityCab', 'Yellow-Top Taxi', 'Premier Taxi', 'Prime Taxi']",Strongly Disagree,Neutral,Neutral,Strongly Agree,,"['Poor customer service', 'Not convenient', 'Too costly']",SMRT Taxi,Prime Taxi,None,"['When I need the comfort of privacy', 'When there is a promotion']","['Grab', 'Gojek', 'ComfortDelGro']","['Grab', 'Gojek', 'Comfort DelGro', 'Ryde', 'Tada Mobility', 'Others']",[''],Neutral,Neutral,"Strongly Agree
",,"['Poor customer service', 'Poor driving', 'Too costly']",3,Grab,Others,No,No,[''],[''],,,[''],,,,,,,['Grabcar Rental'],,< $3,['Free-floating'],"['Convenience', 'Cost', 'Reliability']",0,"['Inconvenient Pickup Locations', 'Costly', 'Safety of Car Maintenance', 'Insurance Coverage', 'Type of rental car provided']",1,['Taxi'],['Taxi'],Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Not bad,More promotions,['Promotion codes'],1,1
221,22 - 25,Female,"$1,001 - $2,000
",Yes,SMU,West,Bukit Panjang,Full-time Student,,['MRT'],Daily,"['MRT', 'Ride-hailing services', 'Bus\xa0', 'Others: Cycle, Walk, Drive', 'Taxi', 'Car rentals']",,,"['Price', 'Waiting Time', 'Comfort', 'Travel Time', 'Reliability', 'Physical Accessibility', 'Customer Service', 'Service Information', 'Safety']",$50-$100,7,7,6,1,MRT,Car rentals,Price,Safety,Once a week,10-20 minutes,['no other choice'],Neutral,Neutral,Neutral,['motion sickness'],No,,< $100,Daily,30-45 mins,"['To get to the relevant bus stop', 'To get to work/school']",['Downtown Line (Blue Line)'],"Strongly Agree
",Agree,"Strongly Agree
","Strongly Agree
",['Too crowded'],1,Once a week,5-10 mins,['Online/In-app'],"['When it is more accessible', 'When I need the comfort of privacy', 'When it is more convenient', 'When it is easy to book', 'When there is a promotion']","['SMRT Taxi', 'ComfortDelgro', 'Trans-Cab', 'Yellow-Top Taxi', 'Premier Taxi', 'CityCab', 'Prime Taxi']",Neutral,Disagree,Neutral,Neutral,,['Long waiting time'],SMRT Taxi,Prime Taxi,Once a week,"['When I need the comfort of privacy', 'When it is more accessible']","['Grab', 'Gojek', 'Tada Mobility']","['Grab', 'Gojek', 'Tada Mobility', 'Comfort DelGro', 'Ryde', 'Others']",[''],"Strongly Agree
","Strongly Agree
","Strongly Agree
",,"['Long wait time', 'Too costly']",3,Grab,Others,No,No,[''],[''],,,[''],,,,,,,['BlueSG'],,$3.01 - $5,['Free-floating'],"['Convenience', 'Cost', 'Reliability']",0,"['Costly', 'Inconvenient Pickup Locations']",1,['Taxi'],['Taxi'],Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,[''],1,1
222,22 - 25,Male,Prefer not to say,Yes,SMU,West,Jurong East,Full-time Student,,"['Bus', 'MRT', 'Ride-hailing services']",3 - 4 days a week,"['Bus\xa0', 'MRT', 'Ride-hailing services', 'Others: Cycle, Walk, Drive', 'Taxi', 'Car rentals']",Price,Unable to take the other modes of transport,"['Price', 'Travel Time', 'Waiting Time', 'Reliability', 'Comfort', 'Physical Accessibility', 'Service Information', 'Customer Service', 'Safety']",Less than $50,8,9,8,3,Bus ,Car rentals,Price,Safety,2-4 times a week,Less than 10 minutes,"['When travelling to the nearby MRT Stations', 'Directly to work/school', 'Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Agree,Agree,Agree,"['Long travel time', 'Long waiting time']",No,,< $100,3-4 days per week,30-45 mins,"['To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]",['East-West Line (Green Line)'],Agree,Neutral,Neutral,Agree,['Long travel time'],1,Never,5-10 mins,['Flag down'],['When it is more accessible'],"['ComfortDelgro', 'Trans-Cab', 'CityCab', 'SMRT Taxi', 'Yellow-Top Taxi', 'Prime Taxi', 'Premier Taxi']",Disagree,Neutral,Agree,Neutral,,"['Long waiting time', 'Not convenient', 'Too costly', 'Private hire is cheaper']",ComfortDelgro,Premier Taxi,Once a week,"['When it is more convenient', 'When it is easy to book']","['Grab', 'Ryde', 'Gojek']","['Grab', 'Gojek', 'Ryde', 'Comfort DelGro', 'Tada Mobility', 'Others']",[''],Neutral,Agree,Agree,,"['Long wait time', 'Too costly']",3,Grab,Others,Yes,No,[''],[''],,,[''],,,,,,,"['BlueSG', 'Tribecar']",,$5.01 - $7,['Free-floating'],"['Convenience', 'Cost']",7,"['Inconvenient Pickup Locations', 'Costly', 'Safety of Car Maintenance', 'Type of rental car provided']",2,['Taxi'],['Taxi'],Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,I though the company only offers taxi services,More branding for its other services,"['Competitive prices', 'More locations to rent from']",1,1
223,22 - 25,Female,Prefer not to say,Yes,NTU,North-East,Hougang,Full-time Student,,"['Bus', 'MRT']",3 - 4 days a week,"['MRT', 'Bus\xa0', 'Others: Cycle, Walk, Drive', 'Ride-hailing services', 'Taxi', 'Car rentals']","taxis can be expensive, without knowing the cost prior. 
family has a car to drive, no need for rental. ",,"['Price', 'Travel Time', 'Waiting Time', 'Physical Accessibility', 'Reliability', 'Safety', 'Comfort', 'Service Information', 'Customer Service']",Less than $50,7,10,3,2,MRT,Car rentals,Price,Customer Service,2-4 times a week,10-20 minutes,"['When travelling to the nearby MRT Stations', 'Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Neutral,Agree,Agree,"['Long travel time', 'Bulky items', 'Too crowded']",No,when i require to commute large amts of people to the same destination,I don't know,3-4 days per week,More than an hour,"['To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['Circle Line (Orange/Yellow Line)', 'East-West Line (Green Line)', 'North-East Line (Purple Line)', 'North-South Line (Red Line)']",Neutral,Neutral,Agree,Agree,"['Bulky items', 'Too crowded']",4,Never,5-10 mins,['Online/In-app'],['when i really need it'],"['ComfortDelgro', 'CityCab', 'Trans-Cab', 'SMRT Taxi', 'Prime Taxi', 'Yellow-Top Taxi', 'Premier Taxi']",Neutral,Neutral,Agree,Neutral,,"['Too costly', 'Private hire is cheaper']",ComfortDelgro,Premier Taxi,None,['when i really need it'],['Grab'],"['Grab', 'Gojek', 'Comfort DelGro', 'Ryde', 'Tada Mobility', 'Others']",['grab is more common and i do not want to sign up for so many of such services'],Neutral,Agree,Agree,,['Too costly'],1,Grab,Others,Yes,No,[''],[''],,,[''],,,,,,,['BlueSG'],,$5.01 - $7,['Free-floating'],['Convenience'],7,"['Costly', 'Inconvenient Pickup Locations']",1,['Taxi'],['Taxi'],Somewhat satisfied,Somewhat satisfied,Neutral,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,,[''],1,1
224,18 - 21,Female,Below $500,Yes,SMU,East,Paya Lebar,Full-time Student,,['MRT'],5 - 6 days a week,"['MRT', 'Others: Cycle, Walk, Drive', 'Bus\xa0', 'Ride-hailing services', 'Taxi', 'Car rentals']",Expensive,Other choices are not available,"['Price', 'Safety', 'Reliability', 'Waiting Time', 'Physical Accessibility', 'Customer Service', 'Travel Time', 'Service Information', 'Comfort']",Less than $50,10,10,6,1,MRT,Car rentals,Price,Comfort,None,Less than 10 minutes,"['Directly to work/school', 'Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Disagree,Agree,Agree,['Just not feel like it'],No,,< $100,5-6 days per week,15-30 mins,"['To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['Circle Line (Orange/Yellow Line)', 'Downtown Line (Blue Line)']","Strongly Agree
","Strongly Agree
","Strongly Agree
",Agree,"['Long wait time', 'Too crowded']",2,Never,5-10 mins,['Online/In-app'],"['When there is a promotion', 'When it is more accessible']","['ComfortDelgro', 'SMRT Taxi', 'Premier Taxi', 'Trans-Cab', 'CityCab', 'Prime Taxi', 'Yellow-Top Taxi']",Disagree,Strongly Agree,Agree,Agree,No,"['Long waiting time', 'Poor customer service', 'Too costly']",ComfortDelgro,Yellow-Top Taxi,None,"['When it is more convenient', 'When it is more accessible', 'When it is easy to book']",['Grab'],"['Grab', 'Gojek', 'Comfort DelGro', 'Ryde', 'Tada Mobility', 'Others']","['Most popular, easy and fast to get a ca']",Agree,Neutral,Agree,"yes. in areas not in the central, cannot find a car","['Long wait time', 'Too costly']",1,Grab,Others,No,No,[''],[''],,,[''],,,,,,,"['BlueSG', 'Grabcar Rental']",Just heard of the names only,$5.01 - $7,['Free-floating'],['Convenience'],3,"['Inconvenient Pickup Locations', 'Costly', 'Safety of Car Maintenance', 'Cleanliness']",2,['Taxi'],['Taxi'],Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Good I guess. Not use much,i think make people know you have these services (branding),['More locations to rent from'],1,1
225,18 - 21,Female,"$1,001 - $2,000
",Yes,NTU,East,Tampines,Full-time Student,Employed Part-time,"['Ride-hailing services', 'Bus', 'MRT']",3 - 4 days a week,"['MRT', 'Bus\xa0', 'Ride-hailing services', 'Taxi', 'Others: Cycle, Walk, Drive', 'Car rentals']",,,"['Travel Time', 'Comfort', 'Waiting Time', 'Reliability', 'Price', 'Physical Accessibility', 'Safety', 'Customer Service', 'Service Information']",$50-$100,8,8,8,3,MRT,Car rentals,Travel Time,Service Information,5-6 times a week,Less than 10 minutes,"['When travelling to the nearby MRT Stations', 'Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Strongly Agree,Strongly Agree,Strongly Agree,"['Long travel time', 'Bulky items', 'Too crowded', 'Long waiting time']",No,,I don't know,3-4 days per week,30-45 mins,['To get to work/school'],"['Downtown Line (Blue Line)', 'East-West Line (Green Line)', 'Circle Line (Orange/Yellow Line)']","Strongly Agree
","Strongly Agree
",Agree,"Strongly Agree
","['Bulky items', 'Long travel time', 'Too crowded']",3,Never,5-10 mins,['Flag down'],['When it is more accessible'],"['ComfortDelgro', 'Trans-Cab', 'SMRT Taxi', 'Premier Taxi', 'Prime Taxi', 'CityCab', 'Yellow-Top Taxi']",Agree,Agree,Agree,Agree,,"['Too costly', 'Private hire is cheaper']",ComfortDelgro,Yellow-Top Taxi,Once a week,"['When I need the comfort of privacy', 'When it is more convenient', 'When it is easy to book']",['Grab'],"['Grab', 'Gojek', 'Ryde', 'Comfort DelGro', 'Tada Mobility', 'Others']",[''],Neutral,Agree,Agree,,"['Poor driving', 'Too costly', 'Long wait time']",1,Grab,Others,No,No,[''],[''],,,[''],,,,,,,['BlueSG'],,$5.01 - $7,['Free-floating'],"['Convenience', 'Reliability']",9,"['Inconvenient Pickup Locations', 'Costly', 'Safety of Car Maintenance', 'Insurance Coverage', 'Type of rental car provided']",1,['Taxi'],['Taxi'],Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,,[''],1,1
226,22 - 25,Male,"$501 - $1,000",Yes,SMU,East,Tampines,Full-time Student,,"['MRT', 'Bus']",3 - 4 days a week,"['Ride-hailing services', 'MRT', 'Bus\xa0', 'Others: Cycle, Walk, Drive', 'Taxi', 'Car rentals']",Not as convenient,"When there’s a surge in Grab services (if rushing for time)
Or else public transport is a cheaper alternative ","['Price', 'Travel Time', 'Physical Accessibility', 'Safety', 'Waiting Time', 'Comfort', 'Reliability', 'Service Information', 'Customer Service']",Less than $50,9,9,3,2,Ride-hailing services,Car rentals,Price,Customer Service,2-4 times a week,10-20 minutes,"['Directly to work/school', 'When travelling to the nearby MRT Stations', 'Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Agree,Agree,Agree,['Long travel time'],No,,< $100,3-4 days per week,15-30 mins,"['To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['Downtown Line (Blue Line)', 'East-West Line (Green Line)']",Agree,"Strongly Agree
","Strongly Agree
",Agree,['Bulky items'],2,Once a week,5-10 mins,['Online/In-app'],"['When there is a promotion', 'When it is more convenient', 'When it is more accessible']","['ComfortDelgro', 'Trans-Cab', 'Premier Taxi', 'CityCab', 'Prime Taxi', 'SMRT Taxi', 'Yellow-Top Taxi']",Neutral,Neutral,Neutral,Neutral,,"['Long waiting time', 'Too costly']",ComfortDelgro,Yellow-Top Taxi,Once a week,"['When it is more accessible', 'When it is more convenient', 'When there is a promotion']","['Grab', 'Ryde']","['Grab', 'Ryde', 'Gojek', 'Comfort DelGro', 'Tada Mobility', 'Others']",['Fast and convenien'],Neutral,Agree,Neutral,"GPS system might be bugged and ending up in the wrong location, or driver can’t seem to find me","['Long wait time', 'Too costly']",2,Grab,Others,Yes,No,[''],[''],,,[''],,,,,,,"['BlueSG', 'Grabcar Rental', 'LionCity Rental', 'Tribecar']",Convenient and useful,$3.01 - $5,['Station-based'],"['Convenience', 'Cost', 'Reliability']",8,"['Costly', 'Safety of Car Maintenance', 'Inconvenient Pickup Locations']",4,['Taxi'],['Taxi'],Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Neutral,Somewhat satisfied,Reliable,Quicker services,"['Competitive prices', 'More locations to rent from']",1,1
227,>29,Female,"$2,001 - $3,000",Yes,NUS,East,Tampines,Full-time Student,,"['Bus', 'MRT', 'Taxi']",5 - 6 days a week,"['MRT', 'Bus\xa0', 'Ride-hailing services', 'Taxi', 'Others: Cycle, Walk, Drive', 'Car rentals']",I think I may have to start walking at 4am from Tampines to Kent Ridge for my 8am lecture? I don't possess a driving license.,I have tried walking from jurong east to city hall over the weekends in one of the local hikes. I wouldn't mind try walking from tampines to kent ridge on a weekend or non study days.,"['Reliability', 'Travel Time', 'Waiting Time', 'Price', 'Physical Accessibility', 'Service Information', 'Customer Service', 'Comfort', 'Safety']",$100-$150,9,9,9,3,MRT,Car rentals,Reliability,Safety,5-6 times a week,10-20 minutes,"['Directly to work/school', 'When travelling to the nearby MRT Stations', 'Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Agree,Agree,Agree,"['Long waiting time', 'Long travel time', 'Bulky items', 'Too crowded', 'If there are too many men... for example certain routes have more men boarding as its catered to certain profession ']",Yes,Organizing local or overseas hikes ie to malaysia,$121 - $140,5-6 days per week,15-30 mins,"['To get to work/school', 'To get to the relevant bus stop', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)"", 'To pass items to friends']","['Downtown Line (Blue Line)', 'Circle Line (Orange/Yellow Line)', 'East-West Line (Green Line)']",Neutral,"Strongly Agree
",Agree,Agree,"['Long travel time', 'Long wait time']",3,3-4 days a week,5-10 mins,['Online/In-app'],"['When I need the comfort of privacy', ""When I'm running late for an event ""]","['ComfortDelgro', 'SMRT Taxi', 'Premier Taxi', 'Trans-Cab', 'CityCab', 'Prime Taxi', 'Yellow-Top Taxi']",Neutral,Neutral,Agree,Agree,Being kidnapped by smrt (aka train breakdown) when I have an urgent meeting/ event/ lecture/ tutorial. That causes unnecessary stress,"['Too costly', 'Private hire is cheaper']",ComfortDelgro,Yellow-Top Taxi, 5-6 days a week,"['When it is more accessible', 'When I need the comfort of privacy', 'When it is more convenient', 'When it is easy to book', 'When there is a promotion', ""When I'm running late for an event""]","['Grab', 'ComfortDelGro']","['Grab', 'Comfort DelGro', 'Gojek', 'Ryde', 'Tada Mobility', 'Others']",['Sometimes cheaper and most of the time faster to hai'],Neutral,Agree,Agree,During rainy season or peak hours,"['Too costly', 'Poor driving', 'Poor customer service', 'Long wait time']",2,Grab,Others,No,No,[''],[''],,,[''],,,,,,,"['BlueSG', 'Grabcar Rental']",Cheaper alternatives to owning a car,$7.01 - $10,"['Free-floating', 'Station-based']","['Convenience', 'Cost', 'Reliability']",7,"['Inconvenient Pickup Locations', 'Costly', 'Age Restrictions', 'Safety of Car Maintenance', 'Insurance Coverage', 'Type of rental car provided', 'Dynamic rental costs for drivers']",2,"['Taxi', 'Rent-A-Car', 'Chartered Bus']",['Taxi'],Very satisfied,Very satisfied,Neutral,Very satisfied,Very satisfied,Neutral,Very satisfied,Clean and the drivers are experience and know the driving route well.,Make the app less cluttered ,"['More locations to rent from', 'Promotion codes', 'Giveaways and contests', 'Competitive prices']",3,1
